contract_transaction_unique_key,contract_award_unique_key,award_id_piid,modification_number,transaction_number,parent_award_agency_id,parent_award_agency_name,parent_award_id_piid,parent_award_modification_number,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award
9700_9700_SPE2DX21FK0SS_0_SPE2DX15D2007_0,CONT_AWD_SPE2DX21FK0SS_9700_SPE2DX15D2007_9700,SPE2DX21FK0SS,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2007,0,2362.18,2362.18,2362.18,2362.18
9700_9700_SPE2D621F90X1_0_SPE2DE20D0012_0,CONT_AWD_SPE2D621F90X1_9700_SPE2DE20D0012_9700,SPE2D621F90X1,0,0,9700,DEPT OF DEFENSE,SPE2DE20D0012,0,148.79,148.79,148.79,148.79
9700_9700_SPE60721FAVJQ_0_SPE60719D0069_0,CONT_AWD_SPE60721FAVJQ_9700_SPE60719D0069_9700,SPE60721FAVJQ,0,0,9700,DEPT OF DEFENSE,SPE60719D0069,0,372.86,372.86,372.86,372.86
9700_9700_SPE30021F5HHP_0_SPE30017D4024_0,CONT_AWD_SPE30021F5HHP_9700_SPE30017D4024_9700,SPE30021F5HHP,0,0,9700,DEPT OF DEFENSE,SPE30017D4024,0,2227.4,2227.4,2227.4,2227.4
9700_9700_SPE4A721FAXRL_0_SPE4A515D0018_0,CONT_AWD_SPE4A721FAXRL_9700_SPE4A515D0018_9700,SPE4A721FAXRL,0,0,9700,DEPT OF DEFENSE,SPE4A515D0018,0,262.99,262.99,262.99,262.99
9700_9700_SPE2DX21F5MBD_0_SPE2DX15D1022_0,CONT_AWD_SPE2DX21F5MBD_9700_SPE2DX15D1022_9700,SPE2DX21F5MBD,0,0,9700,DEPT OF DEFENSE,SPE2DX15D1022,0,7.32,7.32,7.32,7.32
9700_9700_SPE4A621FAVT6_0_SPE4AX16D9008_0,CONT_AWD_SPE4A621FAVT6_9700_SPE4AX16D9008_9700,SPE4A621FAVT6,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,1424.28,1424.28,1424.28,1424.28
9700_9700_HTC71121F1189_P00001_HTC71118DCC37_0,CONT_AWD_HTC71121F1189_9700_HTC71118DCC37_9700,HTC71121F1189,P00001,0,9700,DEPT OF DEFENSE,HTC71118DCC37,0,2925.92,416434.5,2925.92,416434.5
4732_4732_47QSCC21F1469_0_47QSCC20A0003_0,CONT_AWD_47QSCC21F1469_4732_47QSCC20A0003_4732,47QSCC21F1469,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0003,0,2812.19,2812.19,2812.19,2812.19
4732_4732_47QSWA21F6X60_0_GS07Q1647AJN2E_0,CONT_AWD_47QSWA21F6X60_4732_GS07Q1647AJN2E_4732,47QSWA21F6X60,0,0,4732,FEDERAL ACQUISITION SERVICE,GS07Q1647AJN2E,PM0015,496,496,496,496
9700_9700_SPE8EM21F10KV_0_SPE8EJ21D0026_0,CONT_AWD_SPE8EM21F10KV_9700_SPE8EJ21D0026_9700,SPE8EM21F10KV,0,0,9700,DEPT OF DEFENSE,SPE8EJ21D0026,0,13800,13800,13800,13800
9700_9700_SPE60721FBJJW_0_SPE60719D0076_0,CONT_AWD_SPE60721FBJJW_9700_SPE60719D0076_9700,SPE60721FBJJW,0,0,9700,DEPT OF DEFENSE,SPE60719D0076,0,405.19,405.19,405.19,405.19
4732_-NONE-_GS10F011CA_PSA826_-NONE-_-NONE-,CONT_IDV_GS10F011CA_4732,GS10F011CA,PSA826,,,,,,0,0,,
9700_9700_SPE4A521F1876_0_SPE4AX18D9444_0,CONT_AWD_SPE4A521F1876_9700_SPE4AX18D9444_9700,SPE4A521F1876,0,0,9700,DEPT OF DEFENSE,SPE4AX18D9444,0,3564,3564,3564,3564
9700_-NONE-_SPE5EJ21V0025_0_-NONE-_0,CONT_AWD_SPE5EJ21V0025_9700_-NONE-_-NONE-,SPE5EJ21V0025,0,0,,,,,2366.1,2366.1,2366.1,2366.1
9700_9700_SPE30021F3KGX_0_SPE30020D3268_0,CONT_AWD_SPE30021F3KGX_9700_SPE30020D3268_9700,SPE30021F3KGX,0,0,9700,DEPT OF DEFENSE,SPE30020D3268,0,3305.2,3305.2,3305.2,3305.2
9700_4730_W52P1J15F0009_P00021_GS10F0229J_1,CONT_AWD_W52P1J15F0009_9700_GS10F0229J_4730,W52P1J15F0009,P00021,1,4730,FEDERAL ACQUISITION SERVICE,GS10F0229J,PA0038ADDRESSCHG,256486.4,15571241.34,256486.4,15571241.34
9700_4735_HC101317FC998_P00008_GS00T07NSD0038_0,CONT_AWD_HC101317FC998_9700_GS00T07NSD0038_4735,HC101317FC998,P00008,0,4735,FEDERAL ACQUISITION SERVICE,GS00T07NSD0038,0,143.79,54901.15,143.79,54901.15
9700_9700_SPE3SU21F2XNQ_0_SPE30018DSA35_0,CONT_AWD_SPE3SU21F2XNQ_9700_SPE30018DSA35_9700,SPE3SU21F2XNQ,0,0,9700,DEPT OF DEFENSE,SPE30018DSA35,0,178.78,178.78,178.78,178.78
9700_9700_SPE2DX21FEHXB_0_SPE2DX18D5037_0,CONT_AWD_SPE2DX21FEHXB_9700_SPE2DX18D5037_9700,SPE2DX21FEHXB,0,0,9700,DEPT OF DEFENSE,SPE2DX18D5037,0,4738.17,4738.17,4738.17,4738.17
9700_9700_SPE2D621F7U2U_0_SPE2DE18D0005_0,CONT_AWD_SPE2D621F7U2U_9700_SPE2DE18D0005_9700,SPE2D621F7U2U,0,0,9700,DEPT OF DEFENSE,SPE2DE18D0005,0,134.02,134.02,134.02,134.02
9700_-NONE-_FA862115D6266_P00008_-NONE-_-NONE-,CONT_IDV_FA862115D6266_9700,FA862115D6266,P00008,,,,,,0,0,,
9700_9700_SPE2DM21FS5DF_0_SPE2DM20D9201_0,CONT_AWD_SPE2DM21FS5DF_9700_SPE2DM20D9201_9700,SPE2DM21FS5DF,0,0,9700,DEPT OF DEFENSE,SPE2DM20D9201,0,119.2,119.2,119.2,119.2
4732_-NONE-_47QRAA19D00CL_PSA832_-NONE-_-NONE-,CONT_IDV_47QRAA19D00CL_4732,47QRAA19D00CL,PSA832,,,,,,0,0,,
9700_9700_SPE2DV21F5SP6_0_SPE2DV17D1046_0,CONT_AWD_SPE2DV21F5SP6_9700_SPE2DV17D1046_9700,SPE2DV21F5SP6,0,0,9700,DEPT OF DEFENSE,SPE2DV17D1046,0,793.9,793.9,793.9,793.9
4732_4732_47QSCC21F0F7V_0_47QSCC20A0005_0,CONT_AWD_47QSCC21F0F7V_4732_47QSCC20A0005_4732,47QSCC21F0F7V,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0005,PS0001,715.18,715.18,715.18,715.18
9700_9700_SPE7L121F730S_0_SPE7L121D5034_0,CONT_AWD_SPE7L121F730S_9700_SPE7L121D5034_9700,SPE7L121F730S,0,0,9700,DEPT OF DEFENSE,SPE7L121D5034,0,104.76,104.76,104.76,104.76
4732_4732_47QSMA21F16Y8_0_GS03FGA010_0,CONT_AWD_47QSMA21F16Y8_4732_GS03FGA010_4732,47QSMA21F16Y8,0,0,4732,FEDERAL ACQUISITION SERVICE,GS03FGA010,PW0006,218.31,218.31,218.31,218.31
9700_-NONE-_SPE5EJ21V1254_0_-NONE-_0,CONT_AWD_SPE5EJ21V1254_9700_-NONE-_-NONE-,SPE5EJ21V1254,0,0,,,,,850.78,850.78,850.78,850.78
9700_9700_SPE2DM21FA3ZU_0_SPE2DM20D2004_0,CONT_AWD_SPE2DM21FA3ZU_9700_SPE2DM20D2004_9700,SPE2DM21FA3ZU,0,0,9700,DEPT OF DEFENSE,SPE2DM20D2004,0,1202.25,1202.25,1202.25,1202.25
9700_9700_SPE8ES21F900W_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F900W_9700_SPE8EG19D0103_9700,SPE8ES21F900W,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,115.8,115.8,115.8,115.8
9700_9700_SPE2D621F3V9S_0_SPE2DE19D0007_0,CONT_AWD_SPE2D621F3V9S_9700_SPE2DE19D0007_9700,SPE2D621F3V9S,0,0,9700,DEPT OF DEFENSE,SPE2DE19D0007,0,283.67,283.67,283.67,283.67
9700_9700_SPE2D821FEN34_0_SPM2DX13D1000_0,CONT_AWD_SPE2D821FEN34_9700_SPM2DX13D1000_9700,SPE2D821FEN34,0,0,9700,DEPT OF DEFENSE,SPM2DX13D1000,0,330,330,330,330
4732_4730_47QSHA20F2T5L_P00001_GS21F0067U_0,CONT_AWD_47QSHA20F2T5L_4732_GS21F0067U_4730,47QSHA20F2T5L,P00001,0,4730,FEDERAL ACQUISITION SERVICE,GS21F0067U,45,-551,0,-551,0
9700_4730_W52P1J15F0009_P00022_GS10F0229J_1,CONT_AWD_W52P1J15F0009_9700_GS10F0229J_4730,W52P1J15F0009,P00022,1,4730,FEDERAL ACQUISITION SERVICE,GS10F0229J,PA0038ADDRESSCHG,745868.2,15571241.34,745868.2,15571241.34
9700_9700_W91YTZ20F0280_P00004_W81K0417D0012_0,CONT_AWD_W91YTZ20F0280_9700_W81K0417D0012_9700,W91YTZ20F0280,P00004,0,9700,DEPT OF DEFENSE,W81K0417D0012,P00007,222536,492666,222536,492666
9700_9700_SPE3SU21FEZDL_0_SPE30021DSA94_0,CONT_AWD_SPE3SU21FEZDL_9700_SPE30021DSA94_9700,SPE3SU21FEZDL,0,0,9700,DEPT OF DEFENSE,SPE30021DSA94,0,5706.75,5706.75,5706.75,5706.75
4732_4732_47QSCC21F0PPB_0_47QSCC20A0005_0,CONT_AWD_47QSCC21F0PPB_4732_47QSCC20A0005_4732,47QSCC21F0PPB,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC20A0005,PS0001,729.54,729.54,729.54,729.54
9700_9700_SPE3SU21FDVTU_0_SPE30021DS307_0,CONT_AWD_SPE3SU21FDVTU_9700_SPE30021DS307_9700,SPE3SU21FDVTU,0,0,9700,DEPT OF DEFENSE,SPE30021DS307,0,92.49,92.49,92.49,92.49
4732_-NONE-_47QSHA21P05AF_0_-NONE-_0,CONT_AWD_47QSHA21P05AF_4732_-NONE-_-NONE-,47QSHA21P05AF,0,0,,,,,124.45,124.45,124.45,124.45
9700_9700_SPE3SU21F4783_0_SPE30018DS334_0,CONT_AWD_SPE3SU21F4783_9700_SPE30018DS334_9700,SPE3SU21F4783,0,0,9700,DEPT OF DEFENSE,SPE30018DS334,0,451.24,451.24,451.24,451.24
7529_4732_75N98021F00020_P00001_GS06F0773Z_0,CONT_AWD_75N98021F00020_7529_GS06F0773Z_4732,75N98021F00020,P00001,0,4732,FEDERAL ACQUISITION SERVICE,GS06F0773Z,0,1546445.6,2319668.4,1546445.6,2319668.4
3600_-NONE-_36C26118C0067_P00004_-NONE-_0,CONT_AWD_36C26118C0067_3600_-NONE-_-NONE-,36C26118C0067,P00004,0,,,,,28920,107760,28920,107760
9700_9700_W911QY21F0409_0_W911QY20D0004_0,CONT_AWD_W911QY21F0409_9700_W911QY20D0004_9700,W911QY21F0409,0,0,9700,DEPT OF DEFENSE,W911QY20D0004,0,600000,2995547,2995547,2995547
9700_9700_SPE2DV21FP9GH_0_SPE2DV17D2002_0,CONT_AWD_SPE2DV21FP9GH_9700_SPE2DV17D2002_9700,SPE2DV21FP9GH,0,0,9700,DEPT OF DEFENSE,SPE2DV17D2002,0,90.96,90.96,90.96,90.96
9700_9700_FA486121F0215_0_FA486119DA006_0,CONT_AWD_FA486121F0215_9700_FA486119DA006_9700,FA486121F0215,0,0,9700,DEPT OF DEFENSE,FA486119DA006,0,409875,403356,409875,403356
4732_-NONE-_47QSHA21P0TNC_0_-NONE-_0,CONT_AWD_47QSHA21P0TNC_4732_-NONE-_-NONE-,47QSHA21P0TNC,0,0,,,,,50,50,50,50
4732_4732_47QSEA21F7GG7_0_47QSEA20A0008_0,CONT_AWD_47QSEA21F7GG7_4732_47QSEA20A0008_4732,47QSEA21F7GG7,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSEA20A0008,PA0017,16.06,16.06,16.06,16.06
4732_-NONE-_47QTCA19D00JX_PSA826_-NONE-_-NONE-,CONT_IDV_47QTCA19D00JX_4732,47QTCA19D00JX,PSA826,,,,,,0,0,,
4732_4732_47QSWA21F6D1S_0_47QSWA20A0013_0,CONT_AWD_47QSWA21F6D1S_4732_47QSWA20A0013_4732,47QSWA21F6D1S,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0013,0,46.6,46.6,46.6,46.6
3600_3600_36C25521N0286_0_36C25520D0009_0,CONT_AWD_36C25521N0286_3600_36C25520D0009_3600,36C25521N0286,0,0,3600,"VETERANS AFFAIRS, DEPARTMENT OF",36C25520D0009,0,184812.41,184812.41,184812.41,184812.41
9700_9700_SPE2DX21F33DX_0_SPE2DX15D2100_0,CONT_AWD_SPE2DX21F33DX_9700_SPE2DX15D2100_9700,SPE2DX21F33DX,0,0,9700,DEPT OF DEFENSE,SPE2DX15D2100,0,455.76,455.76,455.76,455.76
9700_9700_SPE3SU21F5MDN_0_SPE30018DSA35_0,CONT_AWD_SPE3SU21F5MDN_9700_SPE30018DSA35_9700,SPE3SU21F5MDN,0,0,9700,DEPT OF DEFENSE,SPE30018DSA35,0,1147.32,1147.32,1147.32,1147.32
1900_-NONE-_19AQMS21P0404_0_-NONE-_0,CONT_AWD_19AQMS21P0404_1900_-NONE-_-NONE-,19AQMS21P0404,0,0,,,,,11800,11800,11800,11800
9700_9700_SPE7M221FAH2Q_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FAH2Q_9700_SPE4AX16D9008_9700,SPE7M221FAH2Q,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,67.6,67.6,67.6,67.6
9700_9700_SPE2DX21FKWP6_0_SPE2DX15D3301_0,CONT_AWD_SPE2DX21FKWP6_9700_SPE2DX15D3301_9700,SPE2DX21FKWP6,0,0,9700,DEPT OF DEFENSE,SPE2DX15D3301,0,656.76,656.76,656.76,656.76
9700_-NONE-_W911W617C0010_P00009_-NONE-_0,CONT_AWD_W911W617C0010_9700_-NONE-_-NONE-,W911W617C0010,P00009,0,,,,,0,1537166.68,0,1537166.68
9700_9700_SPE7LX21FB0V0_0_SPE7L121D0013_0,CONT_AWD_SPE7LX21FB0V0_9700_SPE7L121D0013_9700,SPE7LX21FB0V0,0,0,9700,DEPT OF DEFENSE,SPE7L121D0013,0,35.96,35.96,35.96,35.96
4740_4740_47PD0120F0054_PS0001_47PD0319A0014_0,CONT_AWD_47PD0120F0054_4740_47PD0319A0014_4740,47PD0120F0054,PS0001,0,4740,PUBLIC BUILDINGS SERVICE,47PD0319A0014,PA0004,0,208410,0,208410
9700_9700_SPE2DV21FPDRC_0_SPE2DV17D0706_0,CONT_AWD_SPE2DV21FPDRC_9700_SPE2DV17D0706_9700,SPE2DV21FPDRC,0,0,9700,DEPT OF DEFENSE,SPE2DV17D0706,0,1917.36,1917.36,1917.36,1917.36
4732_4730_47QSEA21F6SBV_0_GS02FW0003_0,CONT_AWD_47QSEA21F6SBV_4732_GS02FW0003_4730,47QSEA21F6SBV,0,0,4730,FEDERAL ACQUISITION SERVICE,GS02FW0003,PW0077,40.6,40.6,40.6,40.6
4732_4732_47QSWA21F0440_P00001_47QSWA20A001P_0,CONT_AWD_47QSWA21F0440_4732_47QSWA20A001P_4732,47QSWA21F0440,P00001,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A001P,0,-117.2,0,-117.2,0
4732_4732_47QSWA21F4ZWY_0_GS07FGA121_0,CONT_AWD_47QSWA21F4ZWY_4732_GS07FGA121_4732,47QSWA21F4ZWY,0,0,4732,FEDERAL ACQUISITION SERVICE,GS07FGA121,PO0009,112.65,112.65,112.65,112.65
4732_-NONE-_47QRAA19D00CL_PSA834_-NONE-_-NONE-,CONT_IDV_47QRAA19D00CL_4732,47QRAA19D00CL,PSA834,,,,,,0,0,,
9700_9700_SPE7LX21F652P_0_SPE7M117D0001_0,CONT_AWD_SPE7LX21F652P_9700_SPE7M117D0001_9700,SPE7LX21F652P,0,0,9700,DEPT OF DEFENSE,SPE7M117D0001,0,228,228,228,228
9700_9700_SPE60521FJF8U_0_SPE60520D8517_0,CONT_AWD_SPE60521FJF8U_9700_SPE60520D8517_9700,SPE60521FJF8U,0,0,9700,DEPT OF DEFENSE,SPE60520D8517,0,5861.77,5861.77,5861.77,5861.77
9700_9700_SPE4A621FC5X7_0_SPE4AX16D9008_0,CONT_AWD_SPE4A621FC5X7_9700_SPE4AX16D9008_9700,SPE4A621FC5X7,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,19.7,19.7,19.7,19.7
4732_-NONE-_47QSHA21P0ST7_0_-NONE-_0,CONT_AWD_47QSHA21P0ST7_4732_-NONE-_-NONE-,47QSHA21P0ST7,0,0,,,,,87.5,87.5,87.5,87.5
9700_9700_SPE7M221FAGFA_0_SPE4AX16D9008_0,CONT_AWD_SPE7M221FAGFA_9700_SPE4AX16D9008_9700,SPE7M221FAGFA,0,0,9700,DEPT OF DEFENSE,SPE4AX16D9008,0,50544.54,50544.54,50544.54,50544.54
9700_-NONE-_SPE4A721P6803_0_-NONE-_0,CONT_AWD_SPE4A721P6803_9700_-NONE-_-NONE-,SPE4A721P6803,0,0,,,,,1592,1592,1592,1592
9700_9700_SPE7LX21FAXDS_0_SPE7L121D0013_0,CONT_AWD_SPE7LX21FAXDS_9700_SPE7L121D0013_9700,SPE7LX21FAXDS,0,0,9700,DEPT OF DEFENSE,SPE7L121D0013,0,163.23,163.23,163.23,163.23
9700_9700_SPE2D621F83XN_0_SPE2DE18D0004_0,CONT_AWD_SPE2D621F83XN_9700_SPE2DE18D0004_9700,SPE2D621F83XN,0,0,9700,DEPT OF DEFENSE,SPE2DE18D0004,0,183.54,183.54,183.54,183.54
9700_9700_SPE3SU21F8J7Q_0_SPE30021DS366_0,CONT_AWD_SPE3SU21F8J7Q_9700_SPE30021DS366_9700,SPE3SU21F8J7Q,0,0,9700,DEPT OF DEFENSE,SPE30021DS366,0,730.5,730.5,730.5,730.5
9700_9700_SPE2D621F08BV_0_SPE2DE17D0016_0,CONT_AWD_SPE2D621F08BV_9700_SPE2DE17D0016_9700,SPE2D621F08BV,0,0,9700,DEPT OF DEFENSE,SPE2DE17D0016,0,991.14,991.14,991.14,991.14
4732_4732_47QMCA21F0P8N_0_47QMCA20D004B_0,CONT_AWD_47QMCA21F0P8N_4732_47QMCA20D004B_4732,47QMCA21F0P8N,0,0,4732,FEDERAL ACQUISITION SERVICE,47QMCA20D004B,PO0006,45255,45255,45255,45255
1524_1524_15DD0S21F00000875_P00002_15DDHQ20A00000023_0,CONT_AWD_15DD0S21F00000875_1524_15DDHQ20A00000023_1524,15DD0S21F00000875,P00002,0,1524,DRUG ENFORCEMENT ADMINISTRATION,15DDHQ20A00000023,P00006,-1265.96,28118.4,-1265.96,28118.4
4732_4732_47QSWA21F2ZG3_0_47QSWA20A0013_0,CONT_AWD_47QSWA21F2ZG3_4732_47QSWA20A0013_4732,47QSWA21F2ZG3,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20A0013,0,944.88,944.88,944.88,944.88
9700_9700_SPE3SE21F2911_0_SPE3SE21D5502_0,CONT_AWD_SPE3SE21F2911_9700_SPE3SE21D5502_9700,SPE3SE21F2911,0,0,9700,DEPT OF DEFENSE,SPE3SE21D5502,0,5105.45,5105.45,5105.45,5105.45
4740_4740_47PM0621F0008_0_GS11P17DCD0001_0,CONT_AWD_47PM0621F0008_4740_GS11P17DCD0001_4740,47PM0621F0008,0,0,4740,PUBLIC BUILDINGS SERVICE,GS11P17DCD0001,0,5359.44,5359.44,5359.44,5359.44
4732_4732_47QSMA21F11RB_0_47QSMA19A08N8_0,CONT_AWD_47QSMA21F11RB_4732_47QSMA19A08N8_4732,47QSMA21F11RB,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSMA19A08N8,PO0004,230.74,230.74,230.74,230.74
9700_9700_SPE60721FD83Z_0_SPE60719D0063_0,CONT_AWD_SPE60721FD83Z_9700_SPE60719D0063_9700,SPE60721FD83Z,0,0,9700,DEPT OF DEFENSE,SPE60719D0063,0,224.5,224.5,224.5,224.5
9700_9700_SPE2D321F3148_0_SPE2DV17D0803_0,CONT_AWD_SPE2D321F3148_9700_SPE2DV17D0803_9700,SPE2D321F3148,0,0,9700,DEPT OF DEFENSE,SPE2DV17D0803,0,5.78,5.78,5.78,5.78
9700_9700_W912D121F0057_0_W52P1J19D0049_0,CONT_AWD_W912D121F0057_9700_W52P1J19D0049_9700,W912D121F0057,0,0,9700,DEPT OF DEFENSE,W52P1J19D0049,0,241500,241500,241500,241500
9700_-NONE-_W91B4N16P5026_P00010_-NONE-_0,CONT_AWD_W91B4N16P5026_9700_-NONE-_-NONE-,W91B4N16P5026,P00010,0,,,,,101000,1483738.42,101000,1483738.42
4732_4732_47QSWA21F5ZAK_0_47QSWA21A000P_0,CONT_AWD_47QSWA21F5ZAK_4732_47QSWA21A000P_4732,47QSWA21F5ZAK,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA21A000P,0,56.47,56.47,56.47,56.47
4732_-NONE-_47QSWA21P0JRS_0_-NONE-_0,CONT_AWD_47QSWA21P0JRS_4732_-NONE-_-NONE-,47QSWA21P0JRS,0,0,,,,,76.6,76.6,76.6,76.6
4732_4732_47QSWA21F394S_0_47QSWA21A0006_0,CONT_AWD_47QSWA21F394S_4732_47QSWA21A0006_4732,47QSWA21F394S,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA21A0006,0,396,396,396,396
4732_4732_47QSEA21F6J8H_0_47QTCA18D004H_0,CONT_AWD_47QSEA21F6J8H_4732_47QTCA18D004H_4732,47QSEA21F6J8H,0,0,4732,FEDERAL ACQUISITION SERVICE,47QTCA18D004H,PWA742,501.34,501.34,501.34,501.34
9700_9700_SPE3SU21FJCZC_0_SPE30221DS009_0,CONT_AWD_SPE3SU21FJCZC_9700_SPE30221DS009_9700,SPE3SU21FJCZC,0,0,9700,DEPT OF DEFENSE,SPE30221DS009,0,727.96,727.96,727.96,727.96
9700_9700_SPE60721FAVZR_0_SPE60016D0038_0,CONT_AWD_SPE60721FAVZR_9700_SPE60016D0038_9700,SPE60721FAVZR,0,0,9700,DEPT OF DEFENSE,SPE60016D0038,0,21788.95,21788.95,21788.95,21788.95
7529_7529_HHSN26300015_P00002_HHSN263201000043I_0,CONT_AWD_HHSN26300015_7529_HHSN263201000043I_7529,HHSN26300015,P00002,0,7529,NATIONAL INSTITUTES OF HEALTH,HHSN263201000043I,0,0,123812.64,0,123812.64
1900_-NONE-_19CG5021P0557_0_-NONE-_0,CONT_AWD_19CG5021P0557_1900_-NONE-_-NONE-,19CG5021P0557,0,0,,,,,11667.52,11667.52,11667.52,11667.52
4732_4732_47QSCC21F00CA_0_47QSCC19A0003_0,CONT_AWD_47QSCC21F00CA_4732_47QSCC19A0003_4732,47QSCC21F00CA,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSCC19A0003,PS0006,511.8,511.8,511.8,511.8
9700_9700_SJP10A20F0056_A00004_N6264919D0018_0,CONT_AWD_SJP10A20F0056_9700_N6264919D0018_9700,SJP10A20F0056,A00004,0,9700,DEPT OF DEFENSE,N6264919D0018,0,-54.89,989.03,-54.89,989.03
9700_9700_SPE8ES21F0075_0_SPE8EG19D0103_0,CONT_AWD_SPE8ES21F0075_9700_SPE8EG19D0103_9700,SPE8ES21F0075,0,0,9700,DEPT OF DEFENSE,SPE8EG19D0103,0,296.58,296.58,296.58,296.58
9700_9700_SPE30021F5HX3_0_SPE30018DPA12_0,CONT_AWD_SPE30021F5HX3_9700_SPE30018DPA12_9700,SPE30021F5HX3,0,0,9700,DEPT OF DEFENSE,SPE30018DPA12,0,910.74,910.74,910.74,910.74
9700_9700_N0018920FQ290_P00009_N0018915DZ034_0,CONT_AWD_N0018920FQ290_9700_N0018915DZ034_9700,N0018920FQ290,P00009,0,9700,DEPT OF DEFENSE,N0018915DZ034,ARZ999,0,1915336,0,2782255.14
9700_-NONE-_SPE4A621PA272_0_-NONE-_0,CONT_AWD_SPE4A621PA272_9700_-NONE-_-NONE-,SPE4A621PA272,0,0,,,,,6994.06,6994.06,6994.06,6994.06
9700_9700_SPE2DM21FT6A3_0_SPE2DM20D3008_0,CONT_AWD_SPE2DM21FT6A3_9700_SPE2DM20D3008_9700,SPE2DM21FT6A3,0,0,9700,DEPT OF DEFENSE,SPE2DM20D3008,0,53.8,53.8,53.8,53.8
1540_-NONE-_15B50721P0000226_0_-NONE-_0,CONT_AWD_15B50721P0000226_1540_-NONE-_-NONE-,15B50721P0000226,0,0,,,,,0,0,14885,14885
4732_-NONE-_47QSEA19P00ZJ_P00001_-NONE-_0,CONT_AWD_47QSEA19P00ZJ_4732_-NONE-_-NONE-,47QSEA19P00ZJ,P00001,0,,,,,-31,0,-31,0
4732_-NONE-_47QSHA21P11FE_0_-NONE-_0,CONT_AWD_47QSHA21P11FE_4732_-NONE-_-NONE-,47QSHA21P11FE,0,0,,,,,96,96,96,96
4500_4500_45310021F0159_0_45310020A0015_0,CONT_AWD_45310021F0159_4500_45310020A0015_4500,45310021F0159,0,0,4500,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,45310020A0015,0,585,585,585,585
4732_4732_47QSWA21F727Z_0_47QSWA20D003Y_0,CONT_AWD_47QSWA21F727Z_4732_47QSWA20D003Y_4732,47QSWA21F727Z,0,0,4732,FEDERAL ACQUISITION SERVICE,47QSWA20D003Y,AO0007,1482.84,1482.84,1482.84,1482.84
9700_9700_SPE30021F58AN_0_SPE30021DA017_0,CONT_AWD_SPE30021F58AN_9700_SPE30021DA017_9700,SPE30021F58AN,0,0,9700,DEPT OF DEFENSE,SPE30021DA017,0,18694.75,18694.75,18694.75,18694.75
4732_4732_47QMCA21F0AZD_0_47QMCA20D004B_0,CONT_AWD_47QMCA21F0AZD_4732_47QMCA20D004B_4732,47QMCA21F0AZD,0,0,4732,FEDERAL ACQUISITION SERVICE,47QMCA20D004B,PO0006,23013,23013,23013,23013
9700_-NONE-_N6264920P0070_P00003_-NONE-_0,CONT_AWD_N6264920P0070_9700_-NONE-_-NONE-,N6264920P0070,P00003,0,,,,,-25760,120680,-25760,120680
9700_-NONE-_SPE7L021V1842_0_-NONE-_0,CONT_AWD_SPE7L021V1842_9700_-NONE-_-NONE-,SPE7L021V1842,0,0,,,,,5582.66,5582.66,5582.66,5582.66
9700_-NONE-_SPE7L521P0919_0_-NONE-_0,CONT_AWD_SPE7L521P0919_9700_-NONE-_-NONE-,SPE7L521P0919,0,0,,,,,5934,5934,5934,5934
4732_-NONE-_47QSEA21C00AY_0_-NONE-_0,CONT_AWD_47QSEA21C00AY_4732_-NONE-_-NONE-,47QSEA21C00AY,0,0,,,,,980,980,980,980
7529_7529_75N99021F00005_P00001_75N99021D00001_0,CONT_AWD_75N99021F00005_7529_75N99021D00001_7529,75N99021F00005,P00001,0,7529,NATIONAL INSTITUTES OF HEALTH,75N99021D00001,0,0,179488.08,0,179488.08
9700_-NONE-_SPE7MC21V1958_P00001_-NONE-_0,CONT_AWD_SPE7MC21V1958_9700_-NONE-_-NONE-,SPE7MC21V1958,P00001,0,,,,,0,5415.3,0,5415.3
9700_9700_SPE2DB21FA17Y_0_SPE2DB20D2014_0,CONT_AWD_SPE2DB21FA17Y_9700_SPE2DB20D2014_9700,SPE2DB21FA17Y,0,0,9700,DEPT OF DEFENSE,SPE2DB20D2014,0,1189,1189,1189,1189
9700_9700_SPE30021F5SPZ_0_SPE30020DV350_0,CONT_AWD_SPE30021F5SPZ_9700_SPE30020DV350_9700,SPE30021F5SPZ,0,0,9700,DEPT OF DEFENSE,SPE30020DV350,0,1223.2,1223.2,1223.2,1223.2
